Segment Info
Segment Name,59
Recording Name,记录001
Subject Name,被试001
Start Time(s),148.1046264
End Time(s),150.6039927

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,4,0.034,0.002,0.012,0.0085
2,Blink,1,0.12,0.12,0.12,0.12
3,Fixation,8,1.963,0.08,0.435,0.245375
4,Saccades,10,0.382,0.018,0.088,0.0382

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,148.104,148.375,0.271
2,Saccades,148.375,148.41,0.035
3,Fixation,148.41,148.636,0.226
4,Saccades,148.636,148.671,0.035
5,Fixation,148.671,149.063,0.392
6,Saccades,149.063,149.101,0.038
7,Fixation,149.101,149.283,0.182
8,Saccades,149.283,149.371,0.088
9,Null,149.371,149.383,0.012
10,Saccades,149.383,149.403,0.02
11,Fixation,149.403,149.483,0.08
12,Saccades,149.483,149.501,0.018
13,Null,149.501,149.511,0.01
14,Blink,149.511,149.631,0.12
15,Null,149.631,149.641,0.01
16,Saccades,149.641,149.678,0.037
17,Null,149.678,149.68,0.002
18,Saccades,149.68,149.698,0.018
19,Fixation,149.698,150.133,0.435
20,Saccades,150.133,150.2,0.067
21,Fixation,150.2,150.495,0.295
22,Saccades,150.495,150.521,0.026
23,Fixation,150.521,150.603,0.082
