Segment Info
Segment Name,73
Recording Name,记录001
Subject Name,被试001
Start Time(s),145.0623921
End Time(s),147.0641247

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,2,0.02,0.01,0.01,0.01
2,Blink,1,0.197,0.197,0.197,0.197
3,Fixation,6,1.577,0.105,0.367,0.262833333333333
4,Saccades,6,0.208,0.006,0.055,0.0346666666666667

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,145.062,145.312,0.25
2,Saccades,145.312,145.367,0.055
3,Fixation,145.367,145.732,0.365
4,Saccades,145.732,145.764,0.032
5,Fixation,145.764,145.915,0.151
6,Saccades,145.915,145.965,0.05
7,Fixation,145.965,146.332,0.367
8,Saccades,146.332,146.342,0.01
9,Null,146.342,146.352,0.01
10,Blink,146.352,146.549,0.197
11,Null,146.549,146.559,0.01
12,Saccades,146.559,146.565,0.006
13,Fixation,146.565,146.904,0.339
14,Saccades,146.904,146.959,0.055
15,Fixation,146.959,147.064,0.105
