Segment Info
Segment Name,42
Recording Name,记录002
Subject Name,被试002
Start Time(s),105.3944184
End Time(s),107.8848024

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,3,0.025,0.003,0.012,0.00833333333333333
2,Fixation,9,1.925,0.11,0.325,0.213888888888889
3,Saccades,12,0.54,0.007,0.077,0.045

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Saccades,105.394,105.43,0.036
2,Fixation,105.43,105.681,0.251
3,Saccades,105.681,105.74,0.059
4,Fixation,105.74,105.883,0.143
5,Saccades,105.883,105.923,0.04
6,Fixation,105.923,106.126,0.203
7,Saccades,106.126,106.2,0.074
8,Fixation,106.2,106.496,0.296
9,Saccades,106.496,106.556,0.06
10,Null,106.556,106.568,0.012
11,Saccades,106.568,106.576,0.008
12,Fixation,106.576,106.766,0.19
13,Saccades,106.766,106.813,0.047
14,Fixation,106.813,106.923,0.11
15,Saccades,106.923,107,0.077
16,Null,107,107.003,0.003
17,Saccades,107.003,107.021,0.018
18,Fixation,107.021,107.346,0.325
19,Saccades,107.346,107.395,0.049
20,Fixation,107.395,107.578,0.183
21,Saccades,107.578,107.643,0.065
22,Null,107.643,107.653,0.01
23,Saccades,107.653,107.66,0.007
24,Fixation,107.66,107.884,0.224
