Segment Info
Segment Name,72
Recording Name,记录001
Subject Name,被试001
Start Time(s),180.7638437
End Time(s),183.2571606

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,1,0.015,0.015,0.015,0.015
2,Fixation,8,2.116,0.024,0.847,0.2645
3,Saccades,8,0.363,0.002,0.153,0.045375

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,180.763,181.61,0.847
2,Saccades,181.61,181.763,0.153
3,Null,181.763,181.778,0.015
4,Saccades,181.778,181.78,0.002
5,Fixation,181.78,181.908,0.128
6,Saccades,181.908,181.938,0.03
7,Fixation,181.938,182.178,0.24
8,Saccades,182.178,182.198,0.02
9,Fixation,182.198,182.41,0.212
10,Saccades,182.41,182.475,0.065
11,Fixation,182.475,182.64,0.165
12,Saccades,182.64,182.675,0.035
13,Fixation,182.675,182.985,0.31
14,Saccades,182.985,183.008,0.023
15,Fixation,183.008,183.198,0.19
16,Saccades,183.198,183.233,0.035
17,Fixation,183.233,183.257,0.024
