Segment Info
Segment Name,44
Recording Name,记录001
Subject Name,被试001
Start Time(s),86.7749738
End Time(s),88.7762449

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,2,0.02,0.01,0.01,0.01
2,Blink,1,0.103,0.103,0.103,0.103
3,Fixation,7,1.591,0.065,0.392,0.227285714285714
4,Saccades,7,0.288,0.007,0.058,0.0411428571428571

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,86.774,86.839,0.065
2,Saccades,86.839,86.897,0.058
3,Fixation,86.897,87.189,0.292
4,Saccades,87.189,87.24,0.051
5,Fixation,87.24,87.632,0.392
6,Saccades,87.632,87.689,0.057
7,Fixation,87.689,87.91,0.221
8,Saccades,87.91,87.954,0.044
9,Fixation,87.954,88.085,0.131
10,Saccades,88.085,88.092,0.007
11,Null,88.092,88.102,0.01
12,Blink,88.102,88.205,0.103
13,Null,88.205,88.215,0.01
14,Saccades,88.215,88.229,0.014
15,Fixation,88.229,88.382,0.153
16,Saccades,88.382,88.439,0.057
17,Fixation,88.439,88.776,0.337
