Segment Info
Segment Name,171
Recording Name,记录002
Subject Name,被试001
Start Time(s),352.1742303
End Time(s),353.9904449

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,8,1.415,0.091,0.265,0.176875
2,Saccades,7,0.401,0.045,0.081,0.0572857142857143

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,352.174,352.265,0.091
2,Saccades,352.265,352.323,0.058
3,Fixation,352.323,352.53,0.207
4,Saccades,352.53,352.575,0.045
5,Fixation,352.575,352.84,0.265
6,Saccades,352.84,352.89,0.05
7,Fixation,352.89,353.032,0.142
8,Saccades,353.032,353.093,0.061
9,Fixation,353.093,353.227,0.134
10,Saccades,353.227,353.308,0.081
11,Fixation,353.308,353.538,0.23
12,Saccades,353.538,353.59,0.052
13,Fixation,353.59,353.798,0.208
14,Saccades,353.798,353.852,0.054
15,Fixation,353.852,353.99,0.138
