Segment Info
Segment Name,159
Recording Name,记录002
Subject Name,被试002
Start Time(s),399.7400731
End Time(s),402.2449203

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,2,0.007,0.003,0.004,0.0035
2,Fixation,4,2.376,0.127,1.322,0.594
3,Saccades,5,0.121,0.002,0.056,0.0242

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,399.74,399.989,0.249
2,Saccades,399.989,400.045,0.056
3,Null,400.045,400.049,0.004
4,Saccades,400.049,400.072,0.023
5,Null,400.072,400.075,0.003
6,Saccades,400.075,400.08,0.005
7,Fixation,400.08,400.207,0.127
8,Saccades,400.207,400.242,0.035
9,Fixation,400.242,400.92,0.678
10,Saccades,400.92,400.922,0.002
11,Fixation,400.922,402.244,1.322
