Segment Info
Segment Name,184
Recording Name,记录001
Subject Name,被试001
Start Time(s),461.917179
End Time(s),464.4123845

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,1,0.003,0.003,0.003,0.003
2,Fixation,9,1.996,0.164,0.295,0.221777777777778
3,Saccades,9,0.496,0.017,0.115,0.0551111111111111

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,461.917,462.167,0.25
2,Saccades,462.167,462.234,0.067
3,Fixation,462.234,462.402,0.168
4,Saccades,462.402,462.445,0.043
5,Fixation,462.445,462.64,0.195
6,Saccades,462.64,462.677,0.037
7,Fixation,462.677,462.972,0.295
8,Saccades,462.972,463.025,0.053
9,Fixation,463.025,463.189,0.164
10,Saccades,463.189,463.209,0.02
11,Fixation,463.209,463.42,0.211
12,Saccades,463.42,463.477,0.057
13,Fixation,463.477,463.712,0.235
14,Saccades,463.712,463.799,0.087
15,Fixation,463.799,464.094,0.295
16,Saccades,464.094,464.209,0.115
17,Null,464.209,464.212,0.003
18,Saccades,464.212,464.229,0.017
19,Fixation,464.229,464.412,0.183
