Segment Info
Segment Name,72
Recording Name,记录002
Subject Name,被试002
Start Time(s),180.9818664
End Time(s),183.4874377

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,1,0.022,0.022,0.022,0.022
2,Fixation,8,2.177,0.139,0.392,0.272125
3,Saccades,8,0.307,0.002,0.066,0.038375

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,180.981,181.254,0.273
2,Saccades,181.254,181.305,0.051
3,Fixation,181.305,181.444,0.139
4,Saccades,181.444,181.485,0.041
5,Fixation,181.485,181.657,0.172
6,Saccades,181.657,181.687,0.03
7,Fixation,181.687,182.057,0.37
8,Saccades,182.057,182.062,0.005
9,Fixation,182.062,182.35,0.288
10,Saccades,182.35,182.397,0.047
11,Fixation,182.397,182.789,0.392
12,Saccades,182.789,182.855,0.066
13,Fixation,182.855,183.06,0.205
14,Saccades,183.06,183.125,0.065
15,Null,183.125,183.147,0.022
16,Saccades,183.147,183.149,0.002
17,Fixation,183.149,183.487,0.338
