Segment Info
Segment Name,37
Recording Name,记录001
Subject Name,被试002
Start Time(s),90.4705319
End Time(s),92.9615244

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,9,2.101,0.034,0.56,0.233444444444444
2,Saccades,8,0.39,0.014,0.075,0.04875

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,90.47,90.81,0.34
2,Saccades,90.81,90.87,0.06
3,Fixation,90.87,91.013,0.143
4,Saccades,91.013,91.068,0.055
5,Fixation,91.068,91.382,0.314
6,Saccades,91.382,91.428,0.046
7,Fixation,91.428,91.988,0.56
8,Saccades,91.988,92.002,0.014
9,Fixation,92.002,92.138,0.136
10,Saccades,92.138,92.193,0.055
11,Fixation,92.193,92.322,0.129
12,Saccades,92.322,92.365,0.043
13,Fixation,92.365,92.577,0.212
14,Saccades,92.577,92.652,0.075
15,Fixation,92.652,92.885,0.233
16,Saccades,92.885,92.927,0.042
17,Fixation,92.927,92.961,0.034
