Segment Info
Segment Name,37
Recording Name,记录001
Subject Name,被试001
Start Time(s),79.6175699
End Time(s),81.5676158

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,2,0.02,0.01,0.01,0.01
2,Blink,1,0.154,0.154,0.154,0.154
3,Fixation,7,1.534,0.106,0.31,0.219142857142857
4,Saccades,7,0.242,0.006,0.054,0.0345714285714286

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,79.617,79.897,0.28
2,Saccades,79.897,79.937,0.04
3,Fixation,79.937,80.043,0.106
4,Saccades,80.043,80.063,0.02
5,Null,80.063,80.073,0.01
6,Blink,80.073,80.227,0.154
7,Null,80.227,80.237,0.01
8,Saccades,80.237,80.243,0.006
9,Fixation,80.243,80.473,0.23
10,Saccades,80.473,80.527,0.054
11,Fixation,80.527,80.765,0.238
12,Saccades,80.765,80.812,0.047
13,Fixation,80.812,81.027,0.215
14,Saccades,81.027,81.048,0.021
15,Fixation,81.048,81.358,0.31
16,Saccades,81.358,81.412,0.054
17,Fixation,81.412,81.567,0.155
