Segment Info
Segment Name,187
Recording Name,记录001
Subject Name,被试001
Start Time(s),469.439334
End Time(s),471.9499749

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Fixation,10,2.079,0.099,0.467,0.2079
2,Saccades,10,0.431,0.005,0.067,0.0431

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Saccades,469.439,469.444,0.005
2,Fixation,469.444,469.595,0.151
3,Saccades,469.595,469.61,0.015
4,Fixation,469.61,469.709,0.099
5,Saccades,469.709,469.732,0.023
6,Fixation,469.732,469.897,0.165
7,Saccades,469.897,469.93,0.033
8,Fixation,469.93,470.069,0.139
9,Saccades,470.069,470.124,0.055
10,Fixation,470.124,470.347,0.223
11,Saccades,470.347,470.392,0.045
12,Fixation,470.392,470.539,0.147
13,Saccades,470.539,470.604,0.065
14,Fixation,470.604,470.91,0.306
15,Saccades,470.91,470.97,0.06
16,Fixation,470.97,471.127,0.157
17,Saccades,471.127,471.19,0.063
18,Fixation,471.19,471.415,0.225
19,Saccades,471.415,471.482,0.067
20,Fixation,471.482,471.949,0.467
