Segment Info
Segment Name,13
Recording Name,记录002
Subject Name,被试001
Start Time(s),28.8670142
End Time(s),29.8204859

Eye State Statistic
Id,Eye State Type,Count(N),Total duration(s),Min duration(s),Max duration(s),Mean duration(s)
1,Null,3,0.04,0.01,0.02,0.0133333333333333
2,Blink,1,0.133,0.133,0.133,0.133
3,Fixation,3,0.721,0.109,0.392,0.240333333333333
4,Saccades,4,0.059,0.001,0.041,0.01475

Eye State Data
Id,Eye State Type,Start Time(s),End Time(s),Duration(s)
1,Fixation,28.867,29.087,0.22
2,Saccades,29.087,29.128,0.041
3,Fixation,29.128,29.237,0.109
4,Saccades,29.237,29.242,0.005
5,Null,29.242,29.252,0.01
6,Blink,29.252,29.385,0.133
7,Null,29.385,29.395,0.01
8,Saccades,29.395,29.407,0.012
9,Null,29.407,29.427,0.02
10,Saccades,29.427,29.428,0.001
11,Fixation,29.428,29.82,0.392
